"Index","Obs","Ref","SponsorID","UKGovSponsorObs","UKGovSponsorRef","BusSponsorObs","BusSponsorRef","CharitySponsorObs","CharitySponsorRef","AMRCSponsorObs","AMRCSponsorRef","SponsorClass","AMRCSponsor","TotalInIndex"
1833,"exxonmobil chemical","exxonmobil chemical",1333,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
105,"face","face",1334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4251,"facility monitoring systems limited","facility monitoring systems limited",1335,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
3873,"facultad de economia y negocios","facultad de economia y negocios",1336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2575,"facultad de matemáticas","facultad de matemáticas",1337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
938,"faculty arts","faculty arts",1338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3346,"faculty arts human sciences","faculty arts",1338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3818,"faculty business administration","faculty business administration",1339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1613,"faculty economics","faculty economics",1340,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4330,"faculty economics political science","faculty economics",1340,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
1885,"faculty engineering","faculty engineering",1341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4524,"faculty engineering physical sciences","faculty engineering",1341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
3470,"faculty environmental design","faculty environmental design",1342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2814,"faculty future programme","faculty future programme",1343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1728,"faculty humanities","faculty humanities",1344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4143,"faculty humanities social sciences","faculty humanities",1344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
802,"faculty law","faculty law",1345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2308,"faculty life sciences","faculty life sciences",1346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3117,"faculty management science","faculty management science",1347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3752,"faculty medical human sciences","faculty medical human sciences",1348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2801,"faculty medical sciences","faculty medical sciences",1349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3819,"school faculty medical sciences","faculty medical sciences",1349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
1323,"faculty medicine","faculty medicine",1350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
2506,"faculty modern history","faculty modern history",1351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1689,"faculty philosophy","faculty philosophy",1352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
2265,"faculty public health","faculty public health",1353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1721,"faeroes university","faeroes university",1354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2600,"falconry heritage trust","falconry heritage trust",1355,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3343,"falkland islands government","falkland islands government",1356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1850,"falmouth university","falmouth university",1357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
85,"fao","fao",1358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1020,"fapemigbrazil","fapemigbrazil",1359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1492,"far sight studios","far sight studios",1360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
115,"fara","fara",1361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1112,"fara australia","fara australia",1362,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
555,"fara usa","fara usa",1363,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1120,"farfield group","farfield group",1364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,3
1762,"farfield group ltd","farfield group",1364,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,3
676,"farne fund","farne fund",1365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2767,"faroese research council","faroese research council",1366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
439,"faureci","faureci",1367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
34,"fct","fct",1368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
934,"fct-qrenpoph","fct-qrenpoph",1369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4335,"federal ministry education research","federal ministry education research",1370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4838,"german federal ministry education research","federal ministry education research",1370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4425,"federal mogul friction materials ltd","federal mogul friction materials ltd",1371,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
1769,"federal mogul gmbh","federal mogul gmbh",1372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3471,"federal polytechnic nasarawa","federal polytechnic nasarawa",1373,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2705,"federal republic nigeria","federal republic nigeria",1374,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3693,"federal university agriculture","federal university agriculture",1375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4834,"federation ophthalmic dispensing opticians","federation ophthalmic dispensing opticians",1376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4587,"federazione italiana sclerosi multipla","federazione italiana sclerosi multipla",1377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4810,"federico santa maria technical university","federico santa maria technical university",1378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1626,"felix scholarship","felix scholarship",1379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"charity",FALSE,2
2569,"felix scholarship trust","felix scholarship",1379,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"charity",FALSE,2
777,"felix trust","felix trust",1380,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
149,"fera","fera",1381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2552,"ferring pharmaceuticals","ferring pharmaceuticals",1382,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
2878,"fetal medicine foundation","fetal medicine foundation",1383,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
108,"ffwg","ffwg",1384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
927,"fife council","fife council",1385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2426,"fife environment trust","fife environment trust",1386,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
542,"fife nhs","fife nhs",1387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
767,"fight sight","fight sight",1388,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"charity",TRUE,6
1076,"fight sight uk","fight sight",1388,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"charity",TRUE,6
2872,"filene research institute","filene research institute",1389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
885,"film theatre","film theatre",1390,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1026,"filtronic plc","filtronic plc",1391,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
1278,"find better way","find better way",1392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2471,"finnish concordia fund","finnish concordia fund",1393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3292,"finnish cultural foundation","finnish cultural foundation",1394,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,3
2961,"finsbury orthopaedics ltd","finsbury orthopaedics ltd",1395,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
3251,"fire protection association","fire protection association",1396,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3631,"fire safety engineering group","fire safety engineering group",1397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3584,"fisheries aquaculture science","fisheries aquaculture science",1398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
3790,"fisheries society british isles","fisheries society british isles",1399,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,3
1918,"fishmongers company","fishmongers company",1400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
715,"fiskaaling","fiskaaling",1401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
648,"flexsmell","flexsmell",1402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4788,"flood risk management research consortium","flood risk management research consortium",1403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3893,"florence nightingale foundation","florence nightingale foundation",1404,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3037,"flow assurance scale team","flow assurance scale team",1405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2671,"fluvial reasearch group","fluvial reasearch group",1406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1065,"fmc biopolymer","fmc biopolymer",1407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1044,"fondation tuck","fondation tuck",1408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1716,"fondazione cariplo","fondazione cariplo",1409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5073,"fondazione irccs istituto nazionale dei tumori","fondazione irccs istituto nazionale dei tumori",1410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
5118,"fondazione irccs istituto nazionale dei tumouri","fondazione irccs istituto nazionale dei tumori",1410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3738,"fondazione rodolfo debenedetti","fondazione rodolfo debenedetti",1411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5450,"fondo colombiano de investigaciones cienti´ficas y proyectos especiales francisco jose´ de caldas","fondo colombiano de investigaciones cienti´ficas y proyectos especiales francisco jose´ de caldas",1412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2866,"fondo nacional de ciencia","fondo nacional de ciencia",1413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4950,"fondo sectorial conacyt-sener-hidrocarburos","fondo sectorial conacyt-sener-hidrocarburos",1414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3724,"fonds der chemischen industrie","fonds der chemischen industrie",1415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
928,"fonds lelong","fonds lelong",1416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3689,"fonds national de la recherche","fonds national de la recherche",1417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
3744,"fonds national de le recherche","fonds national de la recherche",1417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
4771,"fonds national de la recherche luxembourg","fonds national de la recherche",1417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,5
5425,"fonds quebecois de la recherche sur la nature et les technologies fqrnt","fonds quebecois de la recherche sur la nature et les technologies fqrnt",1418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5320,"fonds québécois de recherche sur la société et la culture","fonds québécois de recherche sur la société et la culture",1419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
5326,"fonds québecois de recherche sur la société et la culture","fonds québécois de recherche sur la société et la culture",1419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
5356,"fonds québécois de la recherche sur la société et la culture","fonds québécois de recherche sur la société et la culture",1419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
5117,"fonds voor wetenschappelijk onderzoekvlaanderen","fonds voor wetenschappelijk onderzoekvlaanderen",1420,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3942,"fonds wetenschappelijk onderzoek","fonds wetenschappelijk onderzoek",1421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4202,"fontys university applied sciences","fontys university applied sciences",1422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3913,"food environment research agency","food environment research agency",1423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
5031,"great britain food environment research agency","food environment research agency",1423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,4
1639,"food rural affairs","food rural affairs",1424,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,17
2212,"food standards agency","food standards agency",1425,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UKGov",FALSE,3
2837,"uk food standards agency","food standards agency",1425,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UKGov",FALSE,3
652,"forcrohns","forcrohns",1426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1186,"ford foundation","ford foundation",1427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,12
1722,"rufford foundation","ford foundation",1427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,12
4085,"ford foundation scholarship trust","ford foundation",1427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,12
5137,"ford foundation international fellowship program","ford foundation",1427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,12
5160,"ford foundation international fellowships program","ford foundation",1427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,12
5408,"oxford foundation theoretical neuroscience artificial intelligence","ford foundation",1427,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,12
1664,"ford motor company","ford motor company",1428,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,3
2500,"ford motor company ltd","ford motor company",1428,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,3
1214,"forest research","forest research",1429,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UKGov",FALSE,2
1872,"forestry commission","forestry commission",1430,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UKGov",FALSE,6
3426,"forestry commission scotland","forestry commission",1430,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UKGov",FALSE,6
1936,"forrest recruitment","forrest recruitment",1431,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2316,"fortius group limited","fortius group limited",1432,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
4860,"foundation canadian studies united kingdom","foundation canadian studies united kingdom",1433,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3018,"foundation future faculty","foundation future faculty",1434,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
4486,"foundation innovative new diagnostics","foundation innovative new diagnostics",1435,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
4726,"foundation national heart lung institute","foundation national heart lung institute",1436,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"conflicted",FALSE,1
2966,"foundation polish science","foundation polish science",1437,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
4578,"foundation pour la memoire de la shoah","foundation pour la memoire de la shoah",1438,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3517,"foundation science technology","foundation science technology",1439,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,7
4719,"portuguese foundation science technology","foundation science technology",1439,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,7
4065,"foundation urban regional studies","foundation urban regional studies",1440,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
3111,"foundation women graduates","foundation women graduates",1441,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
87,"fp6","fp6",1442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
743,"fp6 hartes","fp6 hartes",1443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
78,"fp7","fp7",1444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
4266,"fp7-people 2010-itn grant agreement","fp7-people 2010-itn grant agreement",1445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1517,"frame programme 7","frame programme 7",1446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
352,"france","france",1447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1054,"france telecom","france telecom",1448,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3588,"francis haskell memorial fund","francis haskell memorial fund",1449,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,2
2670,"frank stell scholarship","frank stell scholarship",1450,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,2
3342,"fraserburgh moonlight prowl","fraserburgh moonlight prowl",1451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3127,"fraserburgh moonwalk prowl","fraserburgh moonwalk prowl",1452,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2645,"frazer-nash consultancy","frazer-nash consultancy",1453,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3905,"fred patricia tuckman foundation","fred patricia tuckman foundation",1454,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
3476,"frederick craven moore award","frederick craven moore award",1455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3725,"freshfields bruckhaus deringer","freshfields bruckhaus deringer",1456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1153,"friends anchor","friends anchor",1457,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
257,"frmrc","frmrc",1458,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1005,"froebel trust","froebel trust",1459,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"charity",FALSE,1
1702,"fugro intersite bv","fugro intersite bv",1460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
551,"fujifilm","fujifilm",1461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3987,"fujifilm diosynth biotechnolgies","fujifilm diosynth biotechnolgies",1462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4073,"fujifilm diosynth biotechnologies","fujifilm diosynth biotechnolgies",1462,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
3180,"fujifilm imaging colorants","fujifilm imaging colorants",1463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3809,"fujitsu laboratories europe ltd","fujitsu laboratories europe ltd",1464,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
1443,"fujitsu services","fujitsu services",1465,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
741,"fujitsu uk","fujitsu uk",1466,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
2097,"fulbright commission","fulbright commission",1467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
3119,"us-uk fulbright commission","fulbright commission",1467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
3534,"american fulbright commission","fulbright commission",1467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
4182,"fulbright teacher exchange program","fulbright teacher exchange program",1468,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3486,"fullwave research consortium","fullwave research consortium",1469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,3
2087,"fund women graduates","fund women graduates",1470,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"charity",FALSE,7
2167,"funds women graduates","fund women graduates",1470,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"charity",FALSE,7
2739,"fundac¸io credit andorra","fundac¸io credit andorra",1471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
999,"fundação bial","fundação bial",1472,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business",FALSE,1
3994,"fundação da ciência e tecnologia","fundação da ciência e tecnologia",1473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
5148,"fundação de amparo à pesquisa estado de são paulo","fundação de amparo à pesquisa estado de são paulo",1474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
4023,"fundacao para ciencia e tecnologi","fundacao para ciencia e tecnologi",1475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,45
4124,"fundacao para ciencia e tecnologia","fundacao para ciencia e tecnologi",1475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,45
4154,"fundac¸o para ciencia e tecnologia","fundacao para ciencia e tecnologi",1475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,45
4399,"fundac¸ao para ciencia e tecnologica","fundacao para ciencia e tecnologi",1475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,45
4603,"fct fundac¸o para ciencia e tecnologia","fundacao para ciencia e tecnologi",1475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,45
4119,"fundação para ciência e tecnologia","fundação para ciência e tecnologia",1476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
4224,"fundãçao para ciência e tecnologia","fundação para ciência e tecnologia",1476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
4598,"fct fundação para ciência e tecnologia","fundação para ciência e tecnologia",1476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,22
2507,"fundacio´n caja madrid","fundacio´n caja madrid",1477,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
3030,"fundacio´n mutua madrilen","fundacio´n mutua madrilen",1478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
1126,"fundacion esru","fundacion esru",1479,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",FALSE,1
